Header,Rating,Review,Product,asin
Plug is a little too fat.,3.0 ,"Reasonably priced and looked like what I wanted. Made in China. 1. A little hoggish for an outlet with 2 receptacles. I really needed the second receptacle, so I grudgingly wedged the 2nd plug in. 🙄 Now that it's set up, it does what I needed it to do. 2. There is an option or instruction on what to call or name it for use with Alexa. 3. Can be controlled via the app or Alexa. *tip- don't set fan next to your echo. It makes it harder for Alexa to hear you. Lol","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Bad product. Bad App.,1.0 ,Does not work. App says it is on but it is off (red light) and app says it is off but it is on. Removed devise to see if that would fix it. Now I can not even get it to connect again. Would be nice if Cevtor Smart Plug Outlet would contact me and get this thing to work.,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
It'll work fine and then,4.0 ,"How the heck does I figure out why, I hear ""bedroom light isn't responding"". It's connected to Echo. It'll work fine and then, I'll to get up and unplug outlet and it seems to reset itself. I read somewhere, there's a reason and how to fix. Kinda drive me nuts, it usually, when I'm in bed. Have to get up, totally putting cramp in my being a grade A lazy ass! smile","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Works. Covers 2 plugs.,4.0 ,"This is my first ""smart"" device. Setup was straightforward. My only issue is it's really big and it's difficult to use the second plug if you have a 2 plug outlet.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,Works great with my Alexa,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Four Stars,4.0 ,"Works well, the app is ok. Minus one star because the app refuses to close.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Works great and an excellent price,5.0 ,"Bought this because it was the cheapest ""Smart plug"" that was Alexa compatible. Setup was super easy and took me less than 10min to get three plugs setup.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Try (adding) connecting one new device at a time ...tried 2 had trouble... 1 worked OK,4.0 ,Install 1 at a time,"Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Five Stars,5.0 ,"works great, easy to install.","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Not worth 1 cent.. SAVE YOUR MONEY and TIME!!!!,1.0 ,"This is a very bad product. It will not work with alexa, after multiple attempts by multiple people. However the app for your phone does work.. but that's not the reason I bought the device. Wouldn't recommend this product an enemy😡😡😡😡","Cevitor Smart Socket Plugs Outlet, Work with Alexa for voice control and APP Connect, No Hub Required, With 1 USB Port ( C2001P)",B06XFG586Z
Perfect smart plug to integrate with Amazon Echo,5.0 ,Works good. Easy to set up and use. Integrates perfectly with Amazon Echo. Been using now for 2 months with no hiccups. Can be programmed to come on and go off whenever you need it to and you can control it remotely from the cell phone app. Will purchase more!,"Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
Great for Automation,5.0 ,"These little devices are a GREAT way to help automate the lighting in your home. You can turn your lights on/off from your cell phone, or by asking Alexa. You can plus several lights in and have the room instantly come to lite.","Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
This is great,5.0 ,"I have another smart plug but it takes over the entire plug leaving only one serviceable outlet. Pairing it up was super easy. This is a great, easy to use item.","Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
Excellent start for home automation,5.0 ,"A couple of weeks ago, I purchased a this plug to confirm that the product works with Alexa (Amazon Echo) and provides easy, reliable, secure remote control of plugged-in devices.","Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
Easy to setup,5.0 ,Easy to setup... works EXACTLY as advertised. I LOVE IT!!,"Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
Great for floor or table lamps!,5.0 ,These were my first smart home device. They were easy to configure and so far work great.,"Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
Five Stars,5.0 ,Works great with Alexa,"Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
Five Stars,5.0 ,Works perfect with Alexa,"Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
One Star,1.0 ,Cannot get this thing to connect. Tried too many times to count.,"Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
"Mine was working great, then suddenly stopped working",1.0 ,"Mine was working great, then suddenly stopped working. The app and light change like it's being turned on but nothing.","Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
2.4 GHz WiFi only! + Android solution,4.0 ,"Sorry if this is a little technical, but I hope it saves you time, frustration and/or the need to return the unit. This is 2.4 GHz WiFi device only, i.e., the device does not ""speak"" 5 GHz. Also, note that during setup, your PHONE MUST also be on the same 2.4 GHz network. Otherwise, setup will fail. So: If you have an older, ""pure"" 2.4 GHz only network - no problem! If you have a ""pure"" 5 GHz only network - DO NOT BUY this product, it will NOT work. If you have a dual 2.4/5 GHz network (most modern networks), then read on: -- if your network is set up as two separate SSIDs, one for 2.4 GHz and one for 5 GHz (typically the latter's SSID will end with ""5"" or ""5G""), just switch your phone to the 2.4 GHz SSID and proceed to set up the device on the 2.4 GHz SSID according to the instructions. -- if your network has only a SINGLE SSID (i.e., same SSID for 2.4 GHz and 5 GHz channels), then, for the setup phase, you'll need to force your PHONE to a 2.4 GHz channel*. On old Android versions, go to Settings > WiFi > Advanced > Wi-Fi frequency band. Unfortunately, newer Android versions do not allow you to do that. The solution: download the ""WiFi Analyzer"" android app, where you force-connect to one of the 2.4 GHz channels of your network (denoted as 24xy MHz, where x and y are any digits). Again, this is only for the setup phase (of course I wouldn't recommend leaving your phone on 2.4 GHz only mode...). I hope this helps. * In theory you can also temporarily disable the 5GHz channels on your router, but that is more complicated, more likely to stop other devices from working, and in some cases (e.g., Eero routers) simply not supported by the router.","Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
Stays connected to WiFi reliably and responds quickly to commands,5.0 ,"I have a TP Link HS-110 for over a year now, and the performance has been solid, and I'm extremely happy with it. I also have a smaller HS-105 and it too has been a solid performer. So far, this little guy is every bit as reliable as the TP Link. While this and the HS-105 are quite similar in size, they are very obviously not clones of each other. There seem to be multiple other units that are cosmetically identical to this Kisslink, and they're even available on Amazon (example: Voion, Swiftrans, Laneco). I don't know how they perform, but this one has been a solid performer. 1. It was easy to set up (just make sure you download Kisslink Home app and not Kisslink app like I did - that was for their router) 2. It stays connected to WiFi 3. It responds very quickly to on / off commands 4. It has countdown timers (e.g. turn off in 10 minutes) as well as schedules (e.g. turn on every Monday and Wednesday at 8 a.m.) 5. It can be controlled from local network, as well as from a remote network. There's also a switch to turn it on and off on the device itself. The Android app looks quite clean and is fairly intuitive to use. You will need to create an account - same as TP Link's smart switches. The app notifications don't seem useful and could not be dismissed, so I turned them off completely. The TP Link HS-105 occasionally sells for the same price as this. The two are very similar in size - I'll include a photo of the both of them next to each other. You'd probably want to stick to one brand or the other so that you don't have to deal with two apps. I'll update this if I encounter any issues with the smart plug, but as of right now, it is a solid performer for a good price.","Kisslink Wi-Fi Smart Plug Mini, Compact Design, Works With Amazon Echo, No Hub Required, Remote Control & Scheduling On App, UL Certificated",B06XKB6P72
